"REF_DATE","GEO","DGUID","Selected characteristics of health care access and experiences","Indigenous group","Gender","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","Canada","2021A000011124","No, did not report unfair treatment, racism or discrimination from health care professional","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835140","1.48.3.1.2","71.6","","","","1"
"2024","Canada","2021A000011124","No, did not report unfair treatment, racism or discrimination from health care professional","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835141","1.48.3.1.3","81.9","","","","1"
"2024","Canada","2021A000011124","No, did not report unfair treatment, racism or discrimination from health care professional","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663835142","1.48.3.2.1","80.2","","","","1"
"2024","Canada","2021A000011124","No, did not report unfair treatment, racism or discrimination from health care professional","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835143","1.48.3.2.2","71.7","","","","1"
"2024","Canada","2021A000011124","No, did not report unfair treatment, racism or discrimination from health care professional","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663835144","1.48.3.2.3","87.1","","","","1"
"2024","Canada","2021A000011124","No, did not report unfair treatment, racism or discrimination from health care professional","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663835145","1.48.3.3.1","74.4","","","","1"
"2024","Canada","2021A000011124","No, did not report unfair treatment, racism or discrimination from health care professional","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835146","1.48.3.3.2","67.6","","","","1"
"2024","Canada","2021A000011124","No, did not report unfair treatment, racism or discrimination from health care professional","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663835147","1.48.3.3.3","80.4","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663835148","1.49.1.1.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835149","1.49.1.1.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835150","1.49.1.1.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","First Nations","Men+","Percentage","Percent","239","units","0","v1663835151","1.49.1.2.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835152","1.49.1.2.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663835153","1.49.1.2.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","First Nations","Women+","Percentage","Percent","239","units","0","v1663835154","1.49.1.3.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835155","1.49.1.3.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663835156","1.49.1.3.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","Métis","Total, gender","Percentage","Percent","239","units","0","v1663835157","1.49.2.1.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835158","1.49.2.1.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835159","1.49.2.1.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","Métis","Men+","Percentage","Percent","239","units","0","v1663835160","1.49.2.2.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835161","1.49.2.2.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663835162","1.49.2.2.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","Métis","Women+","Percentage","Percent","239","units","0","v1663835163","1.49.2.3.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835164","1.49.2.3.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663835165","1.49.2.3.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663835166","1.49.3.1.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835167","1.49.3.1.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835168","1.49.3.1.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663835169","1.49.3.2.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835170","1.49.3.2.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663835171","1.49.3.2.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663835172","1.49.3.3.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835173","1.49.3.3.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, importance of having health care services that support Indigenous traditional medicines, healing and wellness practices","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663835174","1.49.3.3.3","100.0","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663835175","1.50.1.1.1","85.8","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835176","1.50.1.1.2","82.3","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835177","1.50.1.1.3","88.9","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","First Nations","Men+","Percentage","Percent","239","units","0","v1663835178","1.50.1.2.1","81.1","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835179","1.50.1.2.2","75.0","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663835180","1.50.1.2.3","86.2","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","First Nations","Women+","Percentage","Percent","239","units","0","v1663835181","1.50.1.3.1","89.5","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835182","1.50.1.3.2","84.4","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663835183","1.50.1.3.3","93.4","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","Métis","Total, gender","Percentage","Percent","239","units","0","v1663835184","1.50.2.1.1","69.7","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835185","1.50.2.1.2","65.0","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835186","1.50.2.1.3","74.2","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","Métis","Men+","Percentage","Percent","239","units","0","v1663835187","1.50.2.2.1","69.9","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835188","1.50.2.2.2","62.7","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663835189","1.50.2.2.3","76.4","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","Métis","Women+","Percentage","Percent","239","units","0","v1663835190","1.50.2.3.1","69.6","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835191","1.50.2.3.2","62.2","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663835192","1.50.2.3.3","76.4","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663835193","1.50.3.1.1","81.6","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835194","1.50.3.1.2","76.0","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835195","1.50.3.1.3","86.3","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663835196","1.50.3.2.1","77.6","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835197","1.50.3.2.2","69.2","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663835198","1.50.3.2.3","84.6","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663835199","1.50.3.3.1","84.9","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835200","1.50.3.3.2","78.4","","","","1"
"2024","Canada","2021A000011124","Very or somewhat important","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663835201","1.50.3.3.3","90.1","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663835202","1.51.1.1.1","14.2","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835203","1.51.1.1.2","11.1","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835204","1.51.1.1.3","17.7","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","First Nations","Men+","Percentage","Percent","239","units","0","v1663835205","1.51.1.2.1","18.9","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835206","1.51.1.2.2","13.8","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663835207","1.51.1.2.3","25.0","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","First Nations","Women+","Percentage","Percent","239","units","0","v1663835208","1.51.1.3.1","10.5","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835209","1.51.1.3.2","6.6","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663835210","1.51.1.3.3","15.6","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","Métis","Total, gender","Percentage","Percent","239","units","0","v1663835211","1.51.2.1.1","30.3","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835212","1.51.2.1.2","25.8","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835213","1.51.2.1.3","35.0","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","Métis","Men+","Percentage","Percent","239","units","0","v1663835214","1.51.2.2.1","30.1","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835215","1.51.2.2.2","23.6","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663835216","1.51.2.2.3","37.3","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","Métis","Women+","Percentage","Percent","239","units","0","v1663835217","1.51.2.3.1","30.4","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835218","1.51.2.3.2","23.6","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663835219","1.51.2.3.3","37.8","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663835220","1.51.3.1.1","18.4","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835221","1.51.3.1.2","13.7","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835222","1.51.3.1.3","24.0","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663835223","1.51.3.2.1","22.4","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835224","1.51.3.2.2","15.4","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663835225","1.51.3.2.3","30.8","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663835226","1.51.3.3.1","15.1","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835227","1.51.3.3.2","9.9","","","","1"
"2024","Canada","2021A000011124","Not very important or not important at all","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663835228","1.51.3.3.3","21.6","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663835229","1.52.1.1.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835230","1.52.1.1.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835231","1.52.1.1.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","First Nations","Men+","Percentage","Percent","239","units","0","v1663835232","1.52.1.2.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835233","1.52.1.2.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663835234","1.52.1.2.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","First Nations","Women+","Percentage","Percent","239","units","0","v1663835235","1.52.1.3.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835236","1.52.1.3.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663835237","1.52.1.3.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","Métis","Total, gender","Percentage","Percent","239","units","0","v1663835238","1.52.2.1.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835239","1.52.2.1.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835240","1.52.2.1.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","Métis","Men+","Percentage","Percent","239","units","0","v1663835241","1.52.2.2.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835242","1.52.2.2.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663835243","1.52.2.2.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","Métis","Women+","Percentage","Percent","239","units","0","v1663835244","1.52.2.3.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835245","1.52.2.3.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663835246","1.52.2.3.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663835247","1.52.3.1.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835248","1.52.3.1.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835249","1.52.3.1.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663835250","1.52.3.2.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835251","1.52.3.2.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663835252","1.52.3.2.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663835253","1.52.3.3.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835254","1.52.3.3.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, reasons why having health care services that support Indigenous traditional medicines, healing and wellness practices is important","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663835255","1.52.3.3.3","100.0","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663835256","1.53.1.1.1","43.4","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835257","1.53.1.1.2","37.5","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835258","1.53.1.1.3","49.5","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","First Nations","Men+","Percentage","Percent","239","units","0","v1663835259","1.53.1.2.1","39.7","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835260","1.53.1.2.2","29.6","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663835261","1.53.1.2.3","50.5","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","First Nations","Women+","Percentage","Percent","239","units","0","v1663835262","1.53.1.3.1","46.1","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835263","1.53.1.3.2","40.1","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663835264","1.53.1.3.3","52.1","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","Métis","Total, gender","Percentage","Percent","239","units","0","v1663835265","1.53.2.1.1","37.7","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835266","1.53.2.1.2","32.1","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835267","1.53.2.1.3","43.6","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","Métis","Men+","Percentage","Percent","239","units","0","v1663835268","1.53.2.2.1","33.6","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835269","1.53.2.2.2","25.2","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663835270","1.53.2.2.3","42.8","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","Métis","Women+","Percentage","Percent","239","units","0","v1663835271","1.53.2.3.1","41.5","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835272","1.53.2.3.2","34.0","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663835273","1.53.2.3.3","49.2","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663835274","1.53.3.1.1","42.0","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835275","1.53.3.1.2","36.0","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835276","1.53.3.1.3","48.1","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663835277","1.53.3.2.1","35.9","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835278","1.53.3.2.2","26.0","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663835279","1.53.3.2.3","46.7","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663835280","1.53.3.3.1","46.6","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835281","1.53.3.3.2","38.9","","","","1"
"2024","Canada","2021A000011124","Provide better overall quality of care","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663835282","1.53.3.3.3","54.5","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663835283","1.54.1.1.1","68.3","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835284","1.54.1.1.2","63.5","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835285","1.54.1.1.3","72.8","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","First Nations","Men+","Percentage","Percent","239","units","0","v1663835286","1.54.1.2.1","66.0","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835287","1.54.1.2.2","57.8","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663835288","1.54.1.2.3","73.6","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","First Nations","Women+","Percentage","Percent","239","units","0","v1663835289","1.54.1.3.1","69.9","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835290","1.54.1.3.2","64.1","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663835291","1.54.1.3.3","75.3","","","","1"
